"","Cell","orig.ident","nCount_RNA","nFeature_RNA","seurat_clusters","cluster_name"
"47310","GR72-bcAQEQ","GR72",7524,2155,13,"E-Prog-3"
"47311","GR72-bcBLOC","GR72",5534,1957,18,"Mono/cDC-Prog"
"47312","GR72-bcGYXU","GR72",5196,1855,11,"G-Prog-3"
"47313","GR72-bcHLXC","GR72",5706,2199,6,"Ly-Prog-2"
"47314","GR72-bcCAKQ","GR72",6177,2187,4,"E-Prog-1"
"47315","GR72-bcBSAL","GR72",6251,1739,15,"pDC-Prog"
"47316","GR72-bcAHPU","GR72",6137,2164,6,"Ly-Prog-2"
"47317","GR72-bcHOUJ","GR72",6510,2113,6,"Ly-Prog-2"
"47318","GR72-bcAHWW","GR72",5647,2011,2,"MPP-2"
"47319","GR72-bcGFAO","GR72",4939,1967,17,"Baso/Mast-Prog"
"47320","GR72-bcBIWN","GR72",5902,2016,12,"G/Mono-Prog"
"47321","GR72-bcEUIG","GR72",4946,1988,12,"G/Mono-Prog"
"47322","GR72-bcESYO","GR72",5744,2050,1,"MPP-1"
"47323","GR72-bcDSEG","GR72",5019,1771,2,"MPP-2"
"47324","GR72-bcFFCQ","GR72",5376,1993,12,"G/Mono-Prog"
"47325","GR72-bcGHTE","GR72",4561,1765,0,"HSC"
"47326","GR72-bcFMVP","GR72",5412,1888,13,"E-Prog-3"
"47327","GR72-bcANTK","GR72",5457,1789,1,"MPP-1"
"47328","GR72-bcGHUN","GR72",4330,1744,2,"MPP-2"
"47329","GR72-bcFPRP","GR72",5244,1903,20,"E-Prog-2"
"47330","GR72-bcIHQP","GR72",5040,1894,13,"E-Prog-3"
"47331","GR72-bcCHTO","GR72",5070,1828,20,"E-Prog-2"
"47332","GR72-bcDPHN","GR72",4573,1795,5,"G-Prog-1"
"47333","GR72-bcBZXE","GR72",4844,1695,20,"E-Prog-2"
"47334","GR72-bcFCXV","GR72",4407,1684,3,"Ly-Prog-4"
"47335","GR72-bcBWFY","GR72",4312,1666,0,"HSC"
"47336","GR72-bcGBXT","GR72",4060,1424,1,"MPP-1"
"47337","GR72-bcDOPD","GR72",4641,1571,0,"HSC"
"47338","GR72-bcCKNZ","GR72",4348,1679,12,"G/Mono-Prog"
"47339","GR72-bcGNNM","GR72",4538,1769,6,"Ly-Prog-2"
"47340","GR72-bcDNUB","GR72",4647,1631,1,"MPP-1"
"47341","GR72-bcEXKK","GR72",4147,1640,5,"G-Prog-1"
"47342","GR72-bcFRIO","GR72",4009,1643,2,"MPP-2"
"47343","GR72-bcBSUA","GR72",4681,1743,13,"E-Prog-3"
"47344","GR72-bcFXXD","GR72",3740,1496,12,"G/Mono-Prog"
"47345","GR72-bcDZQA","GR72",4544,1647,2,"MPP-2"
"47346","GR72-bcEUYH","GR72",3519,1312,1,"MPP-1"
"47347","GR72-bcHPYD","GR72",4592,1611,0,"HSC"
"47348","GR72-bcACSZ","GR72",4212,1485,10,"Ly-Prog-1"
"47349","GR72-bcCZJC","GR72",3823,1495,5,"G-Prog-1"
"47350","GR72-bcBTOW","GR72",4308,1576,6,"Ly-Prog-2"
"47351","GR72-bcBRXA","GR72",4002,1435,1,"MPP-1"
"47352","GR72-bcHDUX","GR72",4079,1459,1,"MPP-1"
"47353","GR72-bcGMMD","GR72",3355,1408,1,"MPP-1"
"47354","GR72-bcEZQU","GR72",3692,1559,2,"MPP-2"
"47355","GR72-bcEXSN","GR72",3954,1484,12,"G/Mono-Prog"
"47356","GR72-bcENOC","GR72",3690,1340,5,"G-Prog-1"
"47357","GR72-bcBQEJ","GR72",3469,1379,2,"MPP-2"
"47358","GR72-bcAEAF","GR72",3771,1411,5,"G-Prog-1"
"47359","GR72-bcBAIS","GR72",3279,1393,14,"Mk/E-MPP"
"47360","GR72-bcDQQV","GR72",3795,1502,4,"E-Prog-1"
"47361","GR72-bcFBMG","GR72",3619,1456,10,"Ly-Prog-1"
"47362","GR72-bcDNHG","GR72",3089,1352,17,"Baso/Mast-Prog"
"47363","GR72-bcIDJA","GR72",3140,1208,0,"HSC"
"47364","GR72-bcIJOH","GR72",3106,1190,8,"Ly-Prog-3"
"47365","GR72-bcAVWX","GR72",3407,1243,9,"My-MPP"
"47366","GR72-bcBDLT","GR72",3451,1462,15,"pDC-Prog"
"47367","GR72-bcDYWV","GR72",3216,1290,0,"HSC"
"47368","GR72-bcERUP","GR72",4230,1220,5,"G-Prog-1"
"47369","GR72-bcFMRF","GR72",3152,1258,1,"MPP-1"
"47370","GR72-bcIGYF","GR72",2975,1158,14,"Mk/E-MPP"
"47371","GR72-bcCKIU","GR72",2854,1135,8,"Ly-Prog-3"
"47372","GR72-bcAZRJ","GR72",3590,1439,6,"Ly-Prog-2"
"47373","GR72-bcAAPH","GR72",2873,1320,6,"Ly-Prog-2"
"47374","GR72-bcDWNL","GR72",2431,1131,3,"Ly-Prog-4"
"47375","GR72-bcCEEH","GR72",3050,1272,10,"Ly-Prog-1"
"47376","GR72-bcELFB","GR72",2225,982,8,"Ly-Prog-3"
"47377","GR72-bcEFTW","GR72",2750,1222,0,"HSC"
"47378","GR72-bcGMGY","GR72",2151,1031,17,"Baso/Mast-Prog"
"47379","GR72-bcIBMM","GR72",2703,1097,0,"HSC"
"47380","GR72-bcCSGZ","GR72",2592,1265,1,"MPP-1"
"47381","GR72-bcDDSX","GR72",2537,1116,4,"E-Prog-1"
"47382","GR72-bcBXTZ","GR72",2804,1220,3,"Ly-Prog-4"
"47383","GR72-bcBHFF","GR72",2696,954,9,"My-MPP"
"47384","GR72-bcEEYI","GR72",2792,1140,0,"HSC"
"47385","GR72-bcFGUK","GR72",2539,1197,4,"E-Prog-1"
"47386","GR72-bcEVBY","GR72",2381,1083,0,"HSC"
"47387","GR72-bcEZIL","GR72",2302,1016,10,"Ly-Prog-1"
"47388","GR72-bcDZUB","GR72",2745,1052,1,"MPP-1"
"47389","GR72-bcGSLE","GR72",2169,996,4,"E-Prog-1"
"47390","GR72-bcBJYF","GR72",2516,1023,1,"MPP-1"
"47391","GR72-bcIGCD","GR72",2084,1046,2,"MPP-2"
"47392","GR72-bcBHQF","GR72",2281,963,1,"MPP-1"
"47393","GR72-bcBDKI","GR72",2436,1026,8,"Ly-Prog-3"
"47394","GR72-bcBDFT","GR72",2143,1010,6,"Ly-Prog-2"
"47395","GR72-bcACQQ","GR72",2272,843,3,"Ly-Prog-4"
"47396","GR72-bcEDBJ","GR72",2303,1017,1,"MPP-1"
"47397","GR72-bcADAR","GR72",2292,1064,8,"Ly-Prog-3"
"47398","GR72-bcFSNJ","GR72",1943,812,0,"HSC"
"47399","GR72-bcEHSH","GR72",1800,794,9,"My-MPP"
"47400","GR72-bcBNEM","GR72",1950,867,1,"MPP-1"
"47401","GR72-bcGJVQ","GR72",1523,629,9,"My-MPP"
"47402","GR72-bcGLRJ","GR72",3549,941,10,"Ly-Prog-1"
"47403","GR72-bcAQHI","GR72",1595,798,15,"pDC-Prog"
"47404","GR72-bcGVCQ","GR72",1628,806,6,"Ly-Prog-2"
"47405","GR72-bcFTZG","GR72",1769,802,8,"Ly-Prog-3"
"47406","GR72-bcBKKR","GR72",1531,763,2,"MPP-2"
"47407","GR72-bcEERK","GR72",1463,698,8,"Ly-Prog-3"
"47408","GR72-bcFQEI","GR72",1433,680,9,"My-MPP"
"47409","GR72-bcBXMA","GR72",1436,706,9,"My-MPP"
"47410","GR72-bcFVJT","GR72",1334,624,7,"G-Prog-2"
"47411","GR72-bcDKOI","GR72",1174,614,10,"Ly-Prog-1"
"47412","GR72-bcCPNU","GR72",1186,640,7,"G-Prog-2"
"47413","GR72-bcCEJL","GR72",1240,672,8,"Ly-Prog-3"
"47414","GR72-bcAENH","GR72",1159,657,14,"Mk/E-MPP"
"47415","GR72-bcIARF","GR72",1084,633,14,"Mk/E-MPP"
"47416","GR72-bcBHQE","GR72",1102,551,7,"G-Prog-2"
"47417","GR72-bcBTMZ","GR72",1066,534,8,"Ly-Prog-3"
"47418","GR72-bcHZNB","GR72",1022,529,13,"E-Prog-3"
"47419","GR72-bcGKDN","GR72",826,458,7,"G-Prog-2"
"47420","GR72-bcBEWC","GR72",961,535,9,"My-MPP"
"47421","GR72-bcEUBW","GR72",744,397,9,"My-MPP"
"47422","GR72-bcBIGT","GR72",817,452,3,"Ly-Prog-4"
"47423","GR72-bcHVOF","GR72",650,248,17,"Baso/Mast-Prog"
"47424","GR72-bcFKKX","GR72",631,382,6,"Ly-Prog-2"
"47425","GR72-bcEKWB","GR72",475,302,9,"My-MPP"
"47426","GR72-bcGSMY","GR72",413,252,7,"G-Prog-2"
"47427","GR72-bcBRPA","GR72",317,225,7,"G-Prog-2"
"47428","GR72-bcIIIY","GR72",16656,4025,17,"Baso/Mast-Prog"
"47429","GR72-bcBAJD","GR72",14118,3766,11,"G-Prog-3"
"47430","GR72-bcEURH","GR72",11320,2980,13,"E-Prog-3"
"47431","GR72-bcHEIV","GR72",11109,3217,13,"E-Prog-3"
"47432","GR72-bcGNKS","GR72",11316,3000,13,"E-Prog-3"
"47433","GR72-bcGRDF","GR72",9335,2910,12,"G/Mono-Prog"
"47434","GR72-bcHVVZ","GR72",10401,2853,13,"E-Prog-3"
"47435","GR72-bcANRL","GR72",9014,2766,4,"E-Prog-1"
"47436","GR72-bcBKBB","GR72",10123,2783,2,"MPP-2"
"47437","GR72-bcEEDI","GR72",8849,2813,14,"Mk/E-MPP"
"47438","GR72-bcAWKJ","GR72",9635,2907,13,"E-Prog-3"
"47439","GR72-bcGHWV","GR72",8798,2845,13,"E-Prog-3"
"47440","GR72-bcACUT","GR72",8273,2747,6,"Ly-Prog-2"
"47441","GR72-bcCQIT","GR72",8195,2914,4,"E-Prog-1"
"47442","GR72-bcGUQL","GR72",8288,2600,12,"G/Mono-Prog"
"47443","GR72-bcDOEI","GR72",8414,2600,20,"E-Prog-2"
"47444","GR72-bcDUKW","GR72",7988,2566,2,"MPP-2"
"47445","GR72-bcGPVZ","GR72",7027,2387,4,"E-Prog-1"
"47446","GR72-bcHAAM","GR72",7135,2411,1,"MPP-1"
"47447","GR72-bcCWKQ","GR72",5659,1864,2,"MPP-2"
"47448","GR72-bcBPBT","GR72",8002,2683,12,"G/Mono-Prog"
"47449","GR72-bcHWMG","GR72",5366,1987,14,"Mk/E-MPP"
"47450","GR72-bcCMLN","GR72",6874,2344,11,"G-Prog-3"
"47451","GR72-bcEJYR","GR72",6583,2148,4,"E-Prog-1"
"47452","GR72-bcFMTN","GR72",6597,2279,2,"MPP-2"
"47453","GR72-bcHEOO","GR72",6623,2228,5,"G-Prog-1"
"47454","GR72-bcBGEO","GR72",7075,2569,4,"E-Prog-1"
"47455","GR72-bcAFHD","GR72",6429,2278,6,"Ly-Prog-2"
"47456","GR72-bcEBVJ","GR72",5204,1843,1,"MPP-1"
"47457","GR72-bcERUU","GR72",6679,1982,5,"G-Prog-1"
"47458","GR72-bcHLGI","GR72",6498,2109,2,"MPP-2"
"47459","GR72-bcCAFR","GR72",5686,2051,0,"HSC"
"47460","GR72-bcGRGY","GR72",5806,2264,12,"G/Mono-Prog"
"47461","GR72-bcGCPH","GR72",6014,1927,2,"MPP-2"
"47462","GR72-bcGBEU","GR72",6955,1929,1,"MPP-1"
"47463","GR72-bcHWKY","GR72",4312,1867,6,"Ly-Prog-2"
"47464","GR72-bcEOAY","GR72",5975,2150,14,"Mk/E-MPP"
"47465","GR72-bcGZOO","GR72",6427,2101,12,"G/Mono-Prog"
"47466","GR72-bcGXZY","GR72",4639,1649,0,"HSC"
"47467","GR72-bcFJWN","GR72",5568,1955,0,"HSC"
"47468","GR72-bcGKPH","GR72",4972,1745,1,"MPP-1"
"47469","GR72-bcFJHL","GR72",5504,1877,2,"MPP-2"
"47470","GR72-bcBVUY","GR72",5136,1961,14,"Mk/E-MPP"
"47471","GR72-bcDCWQ","GR72",5208,2011,4,"E-Prog-1"
"47472","GR72-bcHKLI","GR72",4908,1775,2,"MPP-2"
"47473","GR72-bcIASI","GR72",5022,1984,2,"MPP-2"
"47474","GR72-bcGREW","GR72",4183,1623,0,"HSC"
"47475","GR72-bcGLKU","GR72",5025,1686,10,"Ly-Prog-1"
"47476","GR72-bcACFB","GR72",5145,1799,1,"MPP-1"
"47477","GR72-bcCDJX","GR72",5086,1808,2,"MPP-2"
"47478","GR72-bcCROY","GR72",5575,1872,2,"MPP-2"
"47479","GR72-bcDPRE","GR72",5063,1810,4,"E-Prog-1"
"47480","GR72-bcEPBE","GR72",5355,1926,4,"E-Prog-1"
"47481","GR72-bcBYTA","GR72",4817,1653,1,"MPP-1"
"47482","GR72-bcHZJD","GR72",5635,1767,13,"E-Prog-3"
"47483","GR72-bcIBMR","GR72",4208,1645,0,"HSC"
"47484","GR72-bcCBCK","GR72",4714,1647,2,"MPP-2"
"47485","GR72-bcFCGV","GR72",4824,1892,5,"G-Prog-1"
"47486","GR72-bcBYDL","GR72",4600,1699,6,"Ly-Prog-2"
"47487","GR72-bcAWAQ","GR72",5240,1818,4,"E-Prog-1"
"47488","GR72-bcEIQM","GR72",4078,1600,0,"HSC"
"47489","GR72-bcCIIB","GR72",4471,1542,1,"MPP-1"
"47490","GR72-bcIAVW","GR72",4129,1530,0,"HSC"
"47491","GR72-bcDDQY","GR72",4182,1572,4,"E-Prog-1"
"47492","GR72-bcHDZZ","GR72",4511,1564,1,"MPP-1"
"47493","GR72-bcIAPX","GR72",4068,1434,2,"MPP-2"
"47494","GR72-bcAQSQ","GR72",4116,1501,4,"E-Prog-1"
"47495","GR72-bcGFIW","GR72",4009,1503,0,"HSC"
"47496","GR72-bcGATY","GR72",3284,1242,5,"G-Prog-1"
"47497","GR72-bcHGTZ","GR72",3629,1426,8,"Ly-Prog-3"
"47498","GR72-bcEWBC","GR72",2776,1453,17,"Baso/Mast-Prog"
"47499","GR72-bcBDFU","GR72",3704,1479,5,"G-Prog-1"
"47500","GR72-bcFDMR","GR72",3423,1485,2,"MPP-2"
"47501","GR72-bcBTDI","GR72",4114,1611,3,"Ly-Prog-4"
"47502","GR72-bcGPUJ","GR72",3423,1473,1,"MPP-1"
"47503","GR72-bcHZHR","GR72",3487,1474,4,"E-Prog-1"
"47504","GR72-bcBSWS","GR72",3783,1443,8,"Ly-Prog-3"
"47505","GR72-bcDIAS","GR72",3192,1272,0,"HSC"
"47506","GR72-bcETFV","GR72",3247,1325,18,"Mono/cDC-Prog"
"47507","GR72-bcEKIR","GR72",3262,1348,2,"MPP-2"
"47508","GR72-bcFFNP","GR72",3470,1442,13,"E-Prog-3"
"47509","GR72-bcIHVY","GR72",3239,1310,10,"Ly-Prog-1"
"47510","GR72-bcHAMA","GR72",3029,1212,9,"My-MPP"
"47511","GR72-bcHJDU","GR72",3394,1254,1,"MPP-1"
"47512","GR72-bcFWMU","GR72",3418,1364,1,"MPP-1"
"47513","GR72-bcDFKM","GR72",2943,1158,0,"HSC"
"47514","GR72-bcCZCK","GR72",3277,1460,2,"MPP-2"
"47515","GR72-bcFFEH","GR72",3293,1257,18,"Mono/cDC-Prog"
"47516","GR72-bcICTT","GR72",3783,1408,15,"pDC-Prog"
"47517","GR72-bcAHBK","GR72",3449,1390,19,"Mk-Prog"
"47518","GR72-bcBPBF","GR72",3164,1295,17,"Baso/Mast-Prog"
"47519","GR72-bcGQYR","GR72",2636,1088,1,"MPP-1"
"47520","GR72-bcBOJB","GR72",2756,1191,17,"Baso/Mast-Prog"
"47521","GR72-bcDSOQ","GR72",2718,1316,4,"E-Prog-1"
"47522","GR72-bcBLAP","GR72",2348,1179,6,"Ly-Prog-2"
"47523","GR72-bcFECV","GR72",2774,1213,7,"G-Prog-2"
"47524","GR72-bcGHWP","GR72",2801,1059,8,"Ly-Prog-3"
"47525","GR72-bcFEWS","GR72",2712,1210,0,"HSC"
"47526","GR72-bcDPPV","GR72",2721,1160,1,"MPP-1"
"47527","GR72-bcAVUS","GR72",2655,1211,3,"Ly-Prog-4"
"47528","GR72-bcBJEB","GR72",2738,1230,4,"E-Prog-1"
"47529","GR72-bcCKWW","GR72",2540,1096,0,"HSC"
"47530","GR72-bcFTQQ","GR72",2075,960,9,"My-MPP"
"47531","GR72-bcDUUM","GR72",2492,1151,14,"Mk/E-MPP"
"47532","GR72-bcABAD","GR72",2447,1108,0,"HSC"
"47533","GR72-bcDLFY","GR72",2708,1084,1,"MPP-1"
"47534","GR72-bcHTJD","GR72",2352,909,1,"MPP-1"
"47535","GR72-bcCXVP","GR72",2540,1229,4,"E-Prog-1"
"47536","GR72-bcACYL","GR72",2292,1068,0,"HSC"
"47537","GR72-bcBMSX","GR72",2336,1023,1,"MPP-1"
"47538","GR72-bcEDPQ","GR72",2214,1092,20,"E-Prog-2"
"47539","GR72-bcEOSQ","GR72",2323,1099,4,"E-Prog-1"
"47540","GR72-bcALGR","GR72",2251,920,13,"E-Prog-3"
"47541","GR72-bcAXHI","GR72",1887,855,9,"My-MPP"
"47542","GR72-bcECZL","GR72",2381,1036,2,"MPP-2"
"47543","GR72-bcGWFD","GR72",1946,930,6,"Ly-Prog-2"
"47544","GR72-bcAGGV","GR72",2344,968,0,"HSC"
"47545","GR72-bcGLTS","GR72",2247,1028,6,"Ly-Prog-2"
"47546","GR72-bcEFUJ","GR72",1872,845,1,"MPP-1"
"47547","GR72-bcCRZE","GR72",2480,979,15,"pDC-Prog"
"47548","GR72-bcCEZT","GR72",1863,845,8,"Ly-Prog-3"
"47549","GR72-bcEFPR","GR72",2018,905,8,"Ly-Prog-3"
"47550","GR72-bcHSME","GR72",1990,864,0,"HSC"
"47551","GR72-bcANNI","GR72",1843,854,12,"G/Mono-Prog"
"47552","GR72-bcFTSS","GR72",1598,725,0,"HSC"
"47553","GR72-bcAFPI","GR72",2000,841,0,"HSC"
"47554","GR72-bcHABN","GR72",1642,727,9,"My-MPP"
"47555","GR72-bcAUMP","GR72",1695,858,12,"G/Mono-Prog"
"47556","GR72-bcHTKJ","GR72",1555,761,17,"Baso/Mast-Prog"
"47557","GR72-bcDVCC","GR72",1343,628,17,"Baso/Mast-Prog"
"47558","GR72-bcAVUG","GR72",1339,719,0,"HSC"
"47559","GR72-bcFCKY","GR72",1391,776,3,"Ly-Prog-4"
"47560","GR72-bcIGSM","GR72",1458,672,9,"My-MPP"
"47561","GR72-bcIARJ","GR72",1290,713,6,"Ly-Prog-2"
"47562","GR72-bcFWQA","GR72",1503,735,4,"E-Prog-1"
"47563","GR72-bcAEXG","GR72",1348,719,6,"Ly-Prog-2"
"47564","GR72-bcFDDH","GR72",1462,663,10,"Ly-Prog-1"
"47565","GR72-bcBURF","GR72",1415,670,14,"Mk/E-MPP"
"47566","GR72-bcECZJ","GR72",1223,599,9,"My-MPP"
"47567","GR72-bcEEOY","GR72",1441,700,6,"Ly-Prog-2"
"47568","GR72-bcBRAN","GR72",1250,696,9,"My-MPP"
"47569","GR72-bcBBKW","GR72",1071,512,8,"Ly-Prog-3"
"47570","GR72-bcCMOD","GR72",1053,498,9,"My-MPP"
"47571","GR72-bcGTAL","GR72",1073,579,4,"E-Prog-1"
"47572","GR72-bcGBKG","GR72",916,468,9,"My-MPP"
"47573","GR72-bcEGJO","GR72",820,416,9,"My-MPP"
"47574","GR72-bcAWVI","GR72",732,340,7,"G-Prog-2"
"47575","GR72-bcAHSX","GR72",580,352,9,"My-MPP"
"47576","GR72-bcGYWC","GR72",315,227,7,"G-Prog-2"
"47577","GR72-bcHHKP","GR72",413,278,8,"Ly-Prog-3"
"47578","GR72-bcAIKG","GR72",17540,4036,4,"E-Prog-1"
"47579","GR72-bcCNMD","GR72",11871,3340,20,"E-Prog-2"
"47580","GR72-bcDMYO","GR72",12739,3337,13,"E-Prog-3"
"47581","GR72-bcEFVG","GR72",10310,3067,11,"G-Prog-3"
"47582","GR72-bcAMMJ","GR72",11362,3188,4,"E-Prog-1"
"47583","GR72-bcGVBW","GR72",10737,3096,12,"G/Mono-Prog"
"47584","GR72-bcCNKN","GR72",9531,2662,11,"G-Prog-3"
"47585","GR72-bcCXQA","GR72",9217,3025,20,"E-Prog-2"
"47586","GR72-bcBYXC","GR72",9118,2971,20,"E-Prog-2"
"47587","GR72-bcBSDT","GR72",9128,2737,13,"E-Prog-3"
"47588","GR72-bcHAGM","GR72",8250,2704,6,"Ly-Prog-2"
"47589","GR72-bcCBYK","GR72",7623,2657,13,"E-Prog-3"
"47590","GR72-bcFZGL","GR72",7469,2583,13,"E-Prog-3"
"47591","GR72-bcFYRX","GR72",7661,2619,3,"Ly-Prog-4"
"47592","GR72-bcBBWD","GR72",8124,2559,4,"E-Prog-1"
"47593","GR72-bcHFOT","GR72",9097,2793,2,"MPP-2"
"47594","GR72-bcHBCK","GR72",7909,2785,4,"E-Prog-1"
"47595","GR72-bcGLCZ","GR72",8044,2555,13,"E-Prog-3"
"47596","GR72-bcBVYZ","GR72",8104,2621,6,"Ly-Prog-2"
"47597","GR72-bcHBOB","GR72",7219,2164,12,"G/Mono-Prog"
"47598","GR72-bcFMPD","GR72",18973,2603,4,"E-Prog-1"
"47599","GR72-bcHWSD","GR72",5982,1984,0,"HSC"
"47600","GR72-bcBJIO","GR72",7298,2113,2,"MPP-2"
"47601","GR72-bcCAWJ","GR72",7359,2294,2,"MPP-2"
"47602","GR72-bcHFSL","GR72",6920,2111,5,"G-Prog-1"
"47603","GR72-bcBBUH","GR72",6965,2256,5,"G-Prog-1"
"47604","GR72-bcFJQI","GR72",6617,2367,5,"G-Prog-1"
"47605","GR72-bcEPGT","GR72",6972,2374,5,"G-Prog-1"
"47606","GR72-bcHYSB","GR72",7987,2697,2,"MPP-2"
"47607","GR72-bcHIWQ","GR72",7123,2171,6,"Ly-Prog-2"
"47608","GR72-bcBYPN","GR72",5864,2106,0,"HSC"
"47609","GR72-bcDOYS","GR72",6163,2087,2,"MPP-2"
"47610","GR72-bcFOVR","GR72",6113,2157,5,"G-Prog-1"
"47611","GR72-bcGTSE","GR72",6231,2144,6,"Ly-Prog-2"
"47612","GR72-bcHVCW","GR72",5097,1898,4,"E-Prog-1"
"47613","GR72-bcBRSQ","GR72",6743,2116,4,"E-Prog-1"
"47614","GR72-bcEJSL","GR72",5339,1839,0,"HSC"
"47615","GR72-bcIIPM","GR72",4667,1614,8,"Ly-Prog-3"
"47616","GR72-bcDRQW","GR72",5534,1970,17,"Baso/Mast-Prog"
"47617","GR72-bcDDAH","GR72",6271,2101,2,"MPP-2"
"47618","GR72-bcAGZM","GR72",5487,1852,20,"E-Prog-2"
"47619","GR72-bcCDJD","GR72",5385,1883,4,"E-Prog-1"
"47620","GR72-bcBPYZ","GR72",5141,1992,2,"MPP-2"
"47621","GR72-bcBVHM","GR72",5382,1880,4,"E-Prog-1"
"47622","GR72-bcEJUS","GR72",5317,1791,0,"HSC"
"47623","GR72-bcCHIJ","GR72",5344,1885,2,"MPP-2"
"47624","GR72-bcCPCT","GR72",5026,2036,0,"HSC"
"47625","GR72-bcGRKZ","GR72",5565,1820,19,"Mk-Prog"
"47626","GR72-bcDYZK","GR72",5282,1834,3,"Ly-Prog-4"
"47627","GR72-bcGAFB","GR72",4694,1784,1,"MPP-1"
"47628","GR72-bcDWBS","GR72",4327,1624,4,"E-Prog-1"
"47629","GR72-bcHXVF","GR72",5380,1929,5,"G-Prog-1"
"47630","GR72-bcGAGR","GR72",4716,1879,13,"E-Prog-3"
"47631","GR72-bcHYUB","GR72",11413,1683,0,"HSC"
"47632","GR72-bcEYDY","GR72",4785,1720,2,"MPP-2"
"47633","GR72-bcDMIG","GR72",4289,1745,14,"Mk/E-MPP"
"47634","GR72-bcAKMM","GR72",4925,1860,1,"MPP-1"
"47635","GR72-bcAMFL","GR72",4550,1675,15,"pDC-Prog"
"47636","GR72-bcAUDC","GR72",4586,1588,6,"Ly-Prog-2"
"47637","GR72-bcBJUO","GR72",5646,1706,4,"E-Prog-1"
"47638","GR72-bcANIK","GR72",4710,1581,5,"G-Prog-1"
"47639","GR72-bcCLRW","GR72",3962,1505,0,"HSC"
"47640","GR72-bcARXA","GR72",4179,1622,15,"pDC-Prog"
"47641","GR72-bcBOFD","GR72",4214,1601,0,"HSC"
"47642","GR72-bcAHDJ","GR72",4041,1431,0,"HSC"
"47643","GR72-bcEQUB","GR72",4284,1598,1,"MPP-1"
"47644","GR72-bcHHKS","GR72",4118,1583,5,"G-Prog-1"
"47645","GR72-bcBIBZ","GR72",4140,1646,1,"MPP-1"
"47646","GR72-bcGXRT","GR72",3438,1372,1,"MPP-1"
"47647","GR72-bcECKV","GR72",3515,1478,14,"Mk/E-MPP"
"47648","GR72-bcEJQD","GR72",3626,1407,10,"Ly-Prog-1"
"47649","GR72-bcCVPW","GR72",3741,1601,1,"MPP-1"
"47650","GR72-bcEIRL","GR72",3602,1478,5,"G-Prog-1"
"47651","GR72-bcGNCS","GR72",3580,1324,0,"HSC"
"47652","GR72-bcFYJK","GR72",3337,1269,0,"HSC"
"47653","GR72-bcEBZK","GR72",3686,1496,2,"MPP-2"
"47654","GR72-bcCAEW","GR72",3620,1487,0,"HSC"
"47655","GR72-bcADMU","GR72",4145,1560,2,"MPP-2"
"47656","GR72-bcBXHW","GR72",3671,1398,0,"HSC"
"47657","GR72-bcIHQY","GR72",3560,1423,2,"MPP-2"
"47658","GR72-bcBRHV","GR72",3283,1448,1,"MPP-1"
"47659","GR72-bcCFNG","GR72",3272,1233,0,"HSC"
"47660","GR72-bcBJLH","GR72",3115,1302,0,"HSC"
"47661","GR72-bcEXWB","GR72",3063,1260,9,"My-MPP"
"47662","GR72-bcGADY","GR72",3063,1272,0,"HSC"
"47663","GR72-bcGJLK","GR72",2966,1143,3,"Ly-Prog-4"
"47664","GR72-bcDAAQ","GR72",3164,1332,13,"E-Prog-3"
"47665","GR72-bcAESV","GR72",3170,1365,4,"E-Prog-1"
"47666","GR72-bcBEPN","GR72",2826,1246,17,"Baso/Mast-Prog"
"47667","GR72-bcALFV","GR72",2920,1130,10,"Ly-Prog-1"
"47668","GR72-bcCITU","GR72",3060,1221,2,"MPP-2"
"47669","GR72-bcDLFK","GR72",3499,1286,1,"MPP-1"
"47670","GR72-bcIEDX","GR72",3045,1238,10,"Ly-Prog-1"
"47671","GR72-bcAJDB","GR72",2889,1218,0,"HSC"
"47672","GR72-bcGAUS","GR72",2854,1269,2,"MPP-2"
"47673","GR72-bcFWST","GR72",2903,1358,2,"MPP-2"
"47674","GR72-bcHIII","GR72",3901,1409,10,"Ly-Prog-1"
"47675","GR72-bcDCJE","GR72",2816,1110,14,"Mk/E-MPP"
"47676","GR72-bcEHVB","GR72",2514,1117,0,"HSC"
"47677","GR72-bcAGLH","GR72",2711,1234,6,"Ly-Prog-2"
"47678","GR72-bcBUEI","GR72",2755,1196,2,"MPP-2"
"47679","GR72-bcHXKA","GR72",2445,979,9,"My-MPP"
"47680","GR72-bcAKUC","GR72",2673,1165,15,"pDC-Prog"
"47681","GR72-bcIBZP","GR72",2548,1128,0,"HSC"
"47682","GR72-bcDIOD","GR72",2145,1052,9,"My-MPP"
"47683","GR72-bcHZQJ","GR72",2189,922,9,"My-MPP"
"47684","GR72-bcGDHD","GR72",2794,1143,1,"MPP-1"
"47685","GR72-bcGQIS","GR72",2505,1028,1,"MPP-1"
"47686","GR72-bcHGDD","GR72",2262,1011,2,"MPP-2"
"47687","GR72-bcGFYN","GR72",2019,984,13,"E-Prog-3"
"47688","GR72-bcFXFB","GR72",2246,1009,4,"E-Prog-1"
"47689","GR72-bcGQRK","GR72",2265,894,1,"MPP-1"
"47690","GR72-bcCRMB","GR72",2189,1022,1,"MPP-1"
"47691","GR72-bcHORO","GR72",2619,1059,9,"My-MPP"
"47692","GR72-bcEVHS","GR72",2156,958,10,"Ly-Prog-1"
"47693","GR72-bcAHDG","GR72",2059,966,0,"HSC"
